error,id,metric,model,direction,prob,hyp_score,hyp_adv_score
add,6,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8445781317268175,0.8309682073963631
add,7,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7218936168853808,0.8665096603628992
add,9,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8064072680201277,0.899095644694925
add,23,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8995668786718632,0.8824267502358513
add,66,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9365448541756705,0.8826758361281429
add,94,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9455395176817557,0.8717443879426755
add,115,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9272355930372164,0.8997858669769152
add,145,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9334522039813373,0.8835430420254826
add,150,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8155849310674501,0.8280107296963669
add,153,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8795605471724987,0.8700844487334832
add,157,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7708384878793252,0.8640920190103882
add,185,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.918656913650478,0.865267737468813
add,271,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8426199472873275,0.804779251848651
add,293,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8825386354821161,0.9096179828840837
add,299,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8715001287246869,0.8791863461290922
add,308,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9140216693944685,0.8724272765993226
add,319,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8850901485479128,0.8576049229745331
add,324,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8131171683565408,0.8803270949421784
add,345,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8391565197555981,0.8431393165933196
add,360,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.985204603511435,0.8534911255840931
add,362,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8083111166452629,0.8194647306395756
add,375,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7730870555609519,0.8915775919400926
add,393,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9251467328836168,0.8942916598016122
add,394,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8333410309971879,0.9257841065108349
add,417,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.707936707602673,0.7909417834339805
add,418,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8915736899585855,0.8309737769336202
add,453,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.80707357227078,0.8783369774661534
add,455,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8631000280838463,0.9371219749856305
add,472,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9056441773614917,0.815366110422652
add,484,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8162467846081548,0.8515205141706389
add,485,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9475364849717199,0.8794504881439973
add,493,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8356323193218845,0.8976143538316648
add,505,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9876570353336488,0.8056045481790323
add,510,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7201802865617281,0.8658833592850605
add,540,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7794637386745946,0.8902732905606684
add,556,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9037371210453105,0.8944336495857634
add,581,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8062452604276533,0.8907039215260696
add,609,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8297449803955435,0.8904426977668857
add,622,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9504878960056918,0.9194233494467814
add,625,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8564009093425816,0.9184823436904118
add,632,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9603302981023644,0.8733263948526109
add,641,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8993256736120157,0.8412804702576187
add,644,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8735520646300807,0.8850142135941568
add,669,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7704854116959686,0.6928000982500612
add,675,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9223248229087485,0.9196624279938886
add,680,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7972640405940405,0.7446372703018559
add,692,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8557346710469638,0.9152094452709659
add,698,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9633764836372154,0.7168012781541362
add,729,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8621337521519568,0.8514204462357402
add,739,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8982410341995765,0.7645716951414814
add,748,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.912803444075213,0.8144499470512601
add,765,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7450587552929293,0.8879469616078781
add,766,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8471203595837332,0.8515631331567626
add,775,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8981552672410279,0.8360094638800037
add,792,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9716986789719922,0.8629011166035303
add,796,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8603055497278039,0.8559079005320944
add,824,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7721598796436172,0.9091782929659314
add,862,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8249224910719375,0.8216843048807916
add,863,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9051397613665664,0.9028040287841871
add,883,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8683867120064601,0.8838795974580325
add,889,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8914834295312756,0.904677833594807
add,899,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8837841679732287,0.8146205810293703
add,901,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8356254939591212,0.8272297130301703
add,937,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7847949426913604,0.9144104034257241
add,939,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8526441160084203,0.8729058513006582
add,948,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.9547146130416255,0.8029615962859843
add,953,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.7187392996659794,0.7477099743915525
add,954,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8063927884581694,0.8431452534217189
add,992,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8570850330522677,0.8774349352289403
add,1015,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8839698867949941,0.8642911937145857
add,1021,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.6916595763703848,0.8913843790593075
add,1026,MoverScore(bert_mnli_1-gram_idf(True)),None,,,0.8865476996910947,0.8654554357639157
